entity_id,entity_name,segment,priority_score,avg_risk_score,avg_quality_score,estimated_impact
AUD004,Audience opportunity 4,Core,110.19,53.4,79.6,987559
AUD028,Audience opportunity 28,Core,92.42,54.3,80.7,736288
AUD011,Audience opportunity 11,Strategic,92.07,48.0,80.1,783466
AUD001,Audience opportunity 1,Core,91.80,52.4,79.8,739403
AUD027,Audience opportunity 27,Growth,91.33,48.9,81.0,768986
AUD021,Audience opportunity 21,Watch,89.67,53.8,79.7,697005
AUD022,Audience opportunity 22,Strategic,87.35,51.6,80.1,685638
AUD012,Audience opportunity 12,Growth,87.12,53.8,79.4,660105
AUD031,Audience opportunity 31,Growth,85.55,55.4,80.4,629257
AUD009,Audience opportunity 9,Strategic,82.74,52.2,81.1,620308
AUD002,Audience opportunity 2,Core,82.39,50.3,80.7,630517
AUD023,Audience opportunity 23,Growth,82.01,50.6,80.1,619464
AUD024,Audience opportunity 24,Watch,80.50,54.0,81.2,574075
AUD017,Audience opportunity 17,Strategic,80.21,50.2,81.4,604236
AUD034,Audience opportunity 34,Growth,79.58,50.8,79.6,581755
AUD015,Audience opportunity 15,Strategic,78.49,47.6,80.7,598741
AUD016,Audience opportunity 16,Growth,76.74,49.6,79.4,551370
AUD014,Audience opportunity 14,Growth,76.33,50.5,79.0,536291
AUD003,Audience opportunity 3,Watch,75.83,54.5,79.3,495757
AUD007,Audience opportunity 7,Core,75.40,51.6,80.7,521498
AUD008,Audience opportunity 8,Watch,74.85,53.6,78.7,487288
AUD018,Audience opportunity 18,Strategic,74.08,51.9,81.9,505190
AUD006,Audience opportunity 6,Strategic,73.79,51.7,78.8,489629
AUD029,Audience opportunity 29,Growth,73.22,55.3,80.2,456188
AUD035,Audience opportunity 35,Core,72.86,49.1,79.9,503779
